,Company Name,Sector,Stage,Amount($),Location,Funding Year,Founders,Investor,label
2076,BHyve,Human Resources,Pre seed Round,1600000.0,Mumbai,2020.0,Backed by 100x.VC,"Omkar Pandharkame, Ketaki Ogale",non-technology
2077,Indi Energy,Renewables & Environment,Seed,1600000.0,Roorkee,2019.0,Dr. ASIT SAHOO,Mumbai Angels Network,non-technology
2078,The Ayurveda Co,Consumer Goods,Bridge Round,1600000.0,Gurugram,2021.0,"Param Bhargava, Shreedha Singh","GetVantage, Velocity, Shiprocket Capital",non-technology
2079,Pratilipi,Online storytelling,Bridge Round,1600000.0,Bangalore,2015.0,Ranjeet Pratap Singh,"Krafton Inc, Omidyar",non-technology
2080,Ati Motors,Automotive,Pre-series A,1600000.0,Bangalore,2017.0,"Saurabh Chandra, Saad Nasser","Blume Ventures, Exfinity Venture Partners",non-technology
2081,peAR,Deeptech,Pre-series A1,1600000.0,Mumbai,2018.0,"Dharmin Vora, Dhruvesh Mehta, Parth Vora",Inflection Point Ventures,technology
2082,Gourmet Garden,Farming,Bridge Round,1600000.0,Bangalore,2019.0,Arjun Balaji,"Beyond Next Ventures, M Venture Partners",technology
2083,The Sleep Company,Consumer Goods,Pre-series A,1600000.0,Mumbai,2019.0,Arnav Kumar,Fireside Ventures,non-technology
2084,TyrePlex,B2B E-commerce,Seed,1600000.0,New Delhi,2020.0,"Puneet Bhaskar, Rupendra Pratap Singh",AdvantEdge Founders,non-technology
2086,Digit Insurance,Insuretech,Bridge Round,1600000.0,Bangalore,2016.0,Kamesh Goyal,"Faering Capital, Sequoia Capital India, IIFL Alternate Asset Managers",technology
2087,FRAAZO,Food & Beverages,Series A,1600000.0,Mumbai,2020.0,"Atul Kumar, Aashish Krishnatre","Sixth Sense Ventures, NABVENTURES",technology
2088,Licious,Food & Beverages,Series F,1600000.0,Bangalore,2015.0,"Abhay Hanjura, Vivek Gupta","Temasek, Multiples PE",technology
2089,WinZO,Gaming,Series C,1600000.0,New Delhi,2018.0,Paavan Nanda,Griffin Gaming Partners,non-technology
2090,Furlenco,Consumer Goods,Bridge Round,1600000.0,Bangalore,2012.0,Ajith Mohan Karimpana,Zinnia Global,non-technology
2091,Skylark Drones,Aviation,Pre-series A,1600000.0,Bangalore,2014.0,Mughilan Thiru Ramasamy,"InfoEdge Ventures, IAN Fund",non-technology
2092,Leegality,IT company,Pre-series A,1600000.0,Gurugram,2016.0,Shivam Singla,"IIFL, Mumbai Angels",non-technology
2093,Arcatron Mobility,Healthcare,Bridge Round,1600000.0,Pune,2015.0,Ganesh Sonawane,Klub,technology
2094,TWID,FinTech,Bridge Round,1600000.0,Bangalore,2020.0,"Amit Sharma, Amit Koshal, Rishi Batra","BEENEXT, Sequoia’s Surge",non-technology
2095,PeakPerformer,EdTech,Early seed,1600000.0,Bangalore,2020.0,"Aishwarya Goel, Gaurav Jhunjhnuwala",Antler India,non-technology
2096,MyMobiForce,Internet,Pre-series A,1600000.0,Noida,2018.0,"Dheeraj Khatter, Himanshu Kumar, Kshitiz Saini",Bharat Inclusion,non-technology
2097,Pine Labs,Information Technology,Bridge Round,1600000.0,Noida,1998.0,Amrish Rau,"Fidelity, BlackRock",non-technology
2098,Genworks Health,Healthcare,Bridge Round,1600000.0,Bangalore,2015.0,S Ganeshprasad,Blacksoil,technology
2100,Neverinstall,Information Technology,Seed,1600000.0,Bangalore,2019.0,"Lakshmana Pasala, Ram Pasala",Speciale Invest,non-technology
2101,CoRover,Information Technology,Bridge Round,1600000.0,Bangalore,2016.0,"Ankush Sabharwal, Manav Gandotra, Kunal Bhakhri",Canbank Venture Capital Fund,non-technology
2102,BeatO,Healthcare,Pre-series B,1600000.0,New Delhi,2015.0,Gautam Chopra,W Health Ventures,technology
2103,Earth Rhythm,Cosmetics,Seed,1600000.0,Gurugram,2020.0,Harini Sivakumar,Anicut Angel Fund,non-technology
2104,Fountain9,Computer software,Seed,1600000.0,Mumbai,2019.0,"Niki Khokale, Rajas Lonkar","021 Capital, Y Combinator",technology
2105,Rockclimber,Food & Beverages,Bridge Round,1600000.0,Bangalore,2019.0,"Deepak Poduval, Hariprasad Shetty",AUndisclosedd Prakash Sharma,technology
2107,CanPe,Computer software,Seed,1600000.0,Bangalore,2019.0,Arindam Choudhury,Axilor Ventures,technology
2108,Green Soul,Consumer Goods,Bridge Round,1600000.0,Ambernath,2016.0,Ravi Khushwani,velocity.in,non-technology
2109,Shiprocket,Logistics,Series D1,1600000.0,New Delhi,2012.0,"Saahil Goel, Akshay Ghulati","March Capital, Tribe Capital",non-technology
2110,DealShare,Retail,Bridge Round,1600000.0,Bangalore,2018.0,"Rajat Shikhar, Vineet Rao, Sourjyendu Medda",Tiger Global,technology
2111,Teachmint,EdTech,Pre-series B,1600000.0,Bangalore,2020.0,"Mihir Gupta, Payoj Jain, Divyansh Bordia, Anshuman Kumar",Learn Capital,non-technology
2112,Vahak,Transportation,Pre-series A,1600000.0,Bangalore,2017.0,"Vikas Chandrawat, Karan Shaha",RTP Global,non-technology
2113,goSTOPS,Hospitality,Pre-series A,1600000.0,New Delhi,2014.0,"Pallavi Agarwal, Pankaj Parwanda","IAN, Yuj Ventures",technology
2114,Codedamn,Computer software,Pre-seed,1600000.0,New Delhi,2020.0,Mehul Mohan,Antler India,technology
2115,Biocraft Innovation Technology,Environmental service,Pre-seed,1600000.0,Noida,2019.0,"Vibha Mittal, Anubhav Mittal",JITO Angel Network,non-technology
2116,Powerplay,Construction,Bridge Round,1600000.0,Bangalore,2020.0,"Shubham Goyal, Lesh Dixit","Sequoia’s Surge, Accel Partners",non-technology
2117,Accio Robotics,Industrial Automation,Bridge Round,1600000.0,Bangalore,2020.0,"Tuhin Sharma, Pranav Srinivasan",Uday Sodhi,non-technology
2118,Delhivery,Logistics,Series H,1600000.0,Gurugram,2011.0,"Bhavesh Manglani, Kapil Bharati, Mohit Tandon, Sahil Barua, Suraj Saharan","Fidelity, GIC",non-technology
2119,Avishkaar,EdTech,Pre-series A,1600000.0,New Delhi,2014.0,"Rajeev Gaba, Tarun Bhalla",Auxano,non-technology
2120,Jobsgaar,Job discovery platform,Seed,1600000.0,New Delhi,2020.0,Atul Pratap Singh,SucSEED Indovation Fund,non-technology
2121,Almo,D2C Fashion,Seed,1600000.0,Gurugram,2020.0,Abhishek Shah,Angelist India,non-technology
2122,Breathe Well-being,HealthCare,Pre-series A,1600000.0,New Delhi,2015.0,"Aditya Kaicker, Rohan Verma","Stanford Angels and Entrepreneurs India, Anjali Bansal",technology
2123,GalaxEye,SpaceTech,Pre-seed,1600000.0,Chennai,2020.0,"Denil Chawda, Kishan Thakkar, Pranit Mehta, SatyanarayaArnav Kumar Chakravarthy, Suyash Singh",Speciale Invest,non-technology
2124,Good Health Clinic,HealthCare,Bridge Round,1600000.0,Hyderabad,2021.0,Samarth Sindhi,Khosla Ventures,technology
2125,Urban Company,Home services,Series F,1600000.0,New Delhi,2014.0,"Abhiraj Singh Bhal, Raghav Chandra, Varun Khaitan","Vy Capital, Wellington Management",non-technology
2126,MYBYK,Rental,Pre-series A,1600000.0,Ahmadabad,2014.0,Arjit Soni,Avon Cycles,non-technology
2127,Locus,Logistics,Series C,1600000.0,Bangalore,2015.0,"Geet Garg, Nishith Rastogi","Blume Ventures, Exfinity Venture Partners",non-technology
2128,Crejo.Fun,EdTech,Seed,1600000.0,Bangalore,2020.0,Vikas Bansal,"Matrix Partners India, 021 Capital",non-technology
2129,Bambinos,EdTech,Seed,1600000.0,Bangalore,2020.0,"Ashish Gupta, Ankit Hetamsaria","HNIs, Angels",non-technology
2130,KreditBee,FinTech,Bridge Round,1600000.0,Bangalore,2018.0,"Karthikeyan Krishnaswamy, Madhusudan Ekambaram, Wan Hong","NewQuest Capital Partners, Motilal Oswal Private Equity",non-technology
2131,Spardha,EdTech,Pre-series A1,1600000.0,Pune,2016.0,"Saurabh Srivastav, Amrita Srivastav",Inflection Point Ventures,non-technology
2132,Onelife Nutriscience,HealthCare,Bridge Round,1600000.0,Mumbai,2019.0,Gaurav Aggarwal,Lasons India,technology
2133,Flatheads,Fashion,Bridge Round,1600000.0,Bangalore,2019.0,"Ganesh BalakrishArnav Kumar, Utkarsh Biradar","Pankaj Chaddah, Srivatsan Rajan",non-technology
2134,Fable Fintech,FinTech,Series A,1600000.0,Mumbai,2015.0,Naushad Contractor,Paytm,non-technology
2135,Holisol,Logistics,Bridge Round,1600000.0,New Delhi,2009.0,"Manish Ahuja, Naveen Rawat, Rahul Dogar","BlackSoil, CLSA Capital Partners",non-technology
2136,Now&Me,HealthCare,Bridge Round,1600000.0,New Delhi,2018.0,"Bani Singh, Drishti Gupta","Saama, Whiteboard Capital",technology
2137,Fyllo,AgriTech,Seed,1600000.0,Bangalore,2019.0,"Sudhanshu Rai, Sumit Sheoran","Indian Angel Network, Titan Capital, Lead Angels",non-technology
2139,Blaer Motors,Mobility,Bridge Round,1600000.0,Chennai,2014.0,Abinesh Ekambaram,The Chennai Angels,technology
2140,Swiflearn,EdTech,Pre-series A,1600000.0,Gurugram,2019.0,"Abhinav Agarwal, AArnav Kumard Bakode","Venture Highway, Stellaris Venture Partners",non-technology
2141,Cashfree,FinTech,Bridge Round,1600000.0,Bangalore,2015.0,"Akash Sinha, Reeju Datta","State Bank of India, Y Combinator",non-technology
2142,QuickSell,E-commerce,Pre-series A,1600000.0,Mumbai,2017.0,Deepak Bhagchandani,"Sanjay Baldwa, Ajay Jain",non-technology
2143,Truemeds,Heathcare,Series A,1600000.0,Mumbai,2019.0,"Akshat Nayyar, Kunal Wani",InfoEdge,technology
2144,Candes,E-commerce,Bridge Round,1600000.0,New Delhi,2015.0,"Sandeep Aggarwal, Vipin Aggarwal","Nitin Passi, Ruchirans Jaipuria",non-technology
2145,MediBuddy,Heathcare,Bridge Round,1600000.0,Bangalore,2000.0,"Satish KanArnav Kumar, Enbasekar","Stride Ventures, InnoVen Capital",technology
2146,F5,Food & Beverages,Pre-series A,1600000.0,New Delhi,2018.0,"Lalit Aggarwal, Raghav Arora","Venture Catalysts, Jeevak Gupta",technology
2147,Capital Float,FinTech,Bridge Round,1600000.0,Bangalore,2013.0,"Gaurav Hinduja, Sashank Rishyasringa","Triodos Investment Management, SAIF Partners",non-technology
2149,Shyplite,Logistics,Bridge Round,1600000.0,New Delhi,2016.0,"Nisschal Jain,  Sugam Jain, Parinay Itkan",N+1 Capital,non-technology
2150,Refyne,FinTech,Series A,1600000.0,Bangalore,2020.0,"Chitresh Sharma, Apoorv Kumar","DST Global, RTP Global",non-technology
2151,Greenjoules,Renewable Energy,Series A,1600000.0,Pune,2018.0,"R. Sethunath, V S Shridhar, V. Radhika, Viraraghavan Sankaran",Blue Ashva Capital,non-technology
2152,MentorKart,Consulting,Seed,1600000.0,New Delhi,2018.0,"Ashish Khare, SK Mohanty","Amit Singal, Manish Aggarwal",non-technology
2153,Leverage Edu,EdTech,Debt,1600000.0,New Delhi,2017.0,Akshay Chaturvedi,"Trifecta Capital Advisors, Blume Ventures",non-technology
2154,Kale Logistics,Logistics,Series A,1600000.0,Thane,2010.0,"Amar More, Vipul Jain",Inflexor Ventures,non-technology
2155,CustomerGlu,CRM,Bridge Round,1600000.0,Bangalore,2016.0,"Prateek Gupta, Raman Shrivastava, Sumant US","Kumar Aakash, Amit Singhal",non-technology
2156,Cell Propulsion,EV startup,Bridge Round,1600000.0,Bangalore,2016.0,"Nakul Kukar, Paras Kaushal",growX ventures,technology
2157,Wellbeing Nutrition,HealthCare,Bridge Round,1600000.0,Mumbai,2019.0,Avnish Chhabria,Klub,technology
2158,Pee Safe,HealthCare,Pre-series B,1600000.0,Gurugram,2013.0,"Dheeraj Jain, Srijana Bagaria, Vikas Bagaria","Shaival Desai, Alkemi Venture Partners",technology
2159,Chqbook,FinTech,Bridge Round,1600000.0,New Delhi,2017.0,"Mohit Goel, Rajat Kumar, Sachin Arora, Vipul Sharma","Aavishkaar Venture Capital, YWC Venture Capital",non-technology
2160,SimpliContract,Software,Seed,1600000.0,Bangalore,2020.0,"Guru Venkatesan, Jinaraj PG, Makesh Kumar",Kalaari Capital,technology
2161,Dropshop,Logistics,Pre-series A,1600000.0,Bangalore,2019.0,"Udit Dhawan, Rohit FerArnav Kumardes, Ravi Teja",Inflection Point Ventures,non-technology
2162,Jumbotail,E-commerce,Debt,1600000.0,Bangalore,2015.0,"Ashish Jhina, Karthik Venkateswaran",Alteria Capital,non-technology
2163,BYJU'S,EdTech,Bridge Round,1600000.0,Bangalore,2011.0,"Byju Raveendran, Divya Gokulnath","Tiga Investments, Baron Capital",non-technology
2164,Power Gummies,Nutrition,Bridge Round,1600000.0,New Delhi,2018.0,Divij Bajaj,"Venture Catalysts, 9unicorns",technology
2165,Convosight,SaaS startup,Series A,1600000.0,New Delhi,2019.0,Tarun Dhamija,Qualgro,technology
2166,Junio,FinTech,Seed,1600000.0,New Delhi,2020.0,Ankit Gera,"Amit Lakhotia, Pravin Jadhav",non-technology
2167,Wherehouse.io,Logistics,Seed,1600000.0,New Delhi,2020.0,"Vaibhav Chawla, Jeevan Prakash, Lavelesh Sharma",Better Capital,non-technology
2168,Flexmoney,FinTech,Series A,1600000.0,Mumbai,2015.0,Yezdi Lashkari,Pravega Ventures,non-technology
2169,Fampay,FinTech,Series A,1600000.0,Bangalore,2019.0,"Kush Taneja, Sambhav Jain","Greenoaks Capital, Elevation Capital",non-technology
2170,Apna,Human Resources,Series B,1600000.0,Bangalore,2019.0,Nirmit Parikh,"Sequoia Capital India, rocketship.vc",non-technology
2173,BrowserStack,SaaS startup,Series B,1600000.0,Mumbai,2011.0,"Nakul Aggarwal, Ritesh Arora",Accel,technology
2174,Vital,Insuretech,Pre-series A,1600000.0,New Delhi,2018.0,Rahul Kumar,BLinC Invest,technology
2175,Juicy chemistry,HealthCare,Bridge Round,1600000.0,Coimbatore,2014.0,"Megha, Pritesh Asher",Spring Marketing Capital,technology
2176,Samaaro,SaaS startup,Bridge Round,1600000.0,Bangalore,2020.0,"Mayank Banka, PurArnav Kumark Prakash, Skandha Gopalan","Chaitanya Kalipatnapu, Kedar Gavane",technology
2177,Imagimake,Innovation management,Pre-series A,1600000.0,Mumbai,2011.0,"Disha Katharani, Ravi Kumar","Roha Investment Managers, angel investor Saumil Shah",non-technology
2178,MSMEx,EdTech,Pre-series A,1600000.0,Andheri,2019.0,"Amit Kumar, Vishal Kumar, Dilip Kumar, Khushboo Arora, Kumar Sambhav","TNF Ventures, Razorpay",non-technology
2179,RenewBuy,Insuretech,Series C,1600000.0,Gurugram,2015.0,"Balachander Sekhar, Sandeep Nanda","Lok Capital, IIFL Asset Management",technology
2180,saarthi.ai,AI startup,Seed,1600000.0,Bangalore,2017.0,"Piyush Dangaich, Sameer Sinha, Sangram Sabat, Vishwa Nath Jha",Nvidia Inception,technology
2181,Kutumb,Community platform,Series A,1600000.0,Bangalore,2020.0,"Mohit Sharma, Naveen Dewangan, Vipul Allawadhi","Tiger Global Management, DST Global",technology
2182,Superplum,AgriTech,Pre-series A,1600000.0,Noida,2019.0,Shobhit Gupta,Marquee investors,non-technology
2183,Upside AI,FinTech,Seed,1600000.0,Mumbai,2017.0,"Kanika Agarrwal, Nikhil Hooda, Atanuu Agarrwal",Endiya Partners,non-technology
2184,PazCare,Insuretech,Bridge Round,1600000.0,Bangalore,2021.0,Sanchit Malik,"Ashish Hemrajani, Parikshit Dar",technology
2185,Answer Genomics,HealthCare,Bridge Round,1600000.0,Bangalore,2019.0,Rahul Ranganathan,"India Accelerator, Lyxel&Flamingo",technology
2186,Skillmatics,EdTech,Series A,1600000.0,Mumbai,2016.0,Dhvanil Sheth,Sequoia Capital India,non-technology
2187,Bimaplan,Insuretech,Pre-series A,1600000.0,Bangalore,2020.0,Vikul Goyal,"Roshan Abbas, Ritesh Malik",technology
2188,Bueno Finance,FinTech,Seed,1600000.0,Gurugram,2019.0,"Saurav Gandhi, Sandeep Arora","Goat Capital, JAM Fund",non-technology
2189,CityMall,E-commerce,Series B,1600000.0,Gurugram,2019.0,"Angad Kikla, Naisheel Verdhan","General Catalyst, Jungle Ventures",non-technology
2190,BYJU’S,EdTech,Bridge Round,1600000.0,Bangalore,2011.0,"Byju Raveendran, Divya Gokulnath","Blackstone Group, ADQ",non-technology
2192,The Switch Fix,HealthCare,Seed,1600000.0,Gurugram,2019.0,"Abhishek Kumar, Rhea Shukla","Venture Catalysts, 9unicorns",technology
2194,DigiSparsh,FinTech,Seed,1600000.0,Mumbai,2020.0,"Saurabh Soni, Akhilesh Gandhi",GoAhead Ventures,non-technology
2195,CoffeeMug.ai,Networking,Pre-seed,1600000.0,New Delhi,2020.0,"Abhishek Sharma, Dipti Tandon","Paradigm Shift Capital, AngelList India",non-technology
2196,Pathfndr.io,SaaS startup,Pre-series A,1600000.0,Bangalore,2015.0,Varun Gupta,Arali Ventures,technology
2197,BigLeap,Recruitment,Bridge Round,1600000.0,Hyderabad,2015.0,"Jamesh Johnson, Sainath Malkapuram Goud",Anup Kumar Yama,technology
2198,Kazam,EV startup,Seed,1600000.0,Bangalore,2020.0,"Akshay Shekhar, Vaibhav Tyagi",Inflection Point Ventures,technology
2199,MYRE Capital,Commercial Real Estate,Seed Funding,1600000.0,Mumbai,2020.0,Own rent yielding commercial properties,Aryaman Vir,non-technology
2200,BimaPe,FinTech,Pre-seed,1600000.0,Mumbai,2020.0,Rahul Mathur,"iSeed, Titan Capital",non-technology
2201,MicroDegree,EdTech,Bridge Round,1600000.0,Mangalore,2019.0,"Gaurav Kamath, Rakesh Kothari, Manikanta Nair",Research Innovation Incubation Design Labs,non-technology
2202,Saarthi Pedagogy,EdTech,Seed Funding,1600000.0,Ahmadabad,2015.0,Pedagogy,Sushil Agarwal,non-technology
2203,Synapsica,HealthCare,Series A,1600000.0,New Delhi,2017.0,"Meenakshi Singh, Dr Cherian, Kuldeep Singh Chauhan","IvyCap Ventures, Endiya Partners",technology
2204,Kwik Foods,Food & Beverages,Seed,1600000.0,Gurugram,2020.0,"Prabhleen Kaur, Harshal Patel",9Unicorns,technology
2205,Plutomen,AR startup,Bridge Round,1600000.0,Ahmadabad,2016.0,Keyur Bhalavat,"GUSEC Seed Fund, DeVX Venture Fund",technology
2206,GoMechanic,Automotive,Series C,1600000.0,Gurugram,2016.0,Kushal Karwa,"Tiger Global, Sequoia",non-technology
2208,Nobel Hygiene,HealthCare,Bridge Round,1600000.0,Mumbai,1999.0,Johari Kamal,Quadria Capital,technology
2209,Green Cure,HealthCare,Pre-series A,1600000.0,New Delhi,2015.0,Sanchit Garg,Venture Catalysts,technology
2210,Classplus,EdTech,Series C,1600000.0,Noida,2017.0,"Mukul Rustagi, Bhaswat Agarwal",Tiger Global,non-technology
2211,WINDO,E-commerce,Seed,1600000.0,Hyderabad,2020.0,"Silus Reddy Chintapalli, Rakesh Vaddadi",Unicorn India Ventures,non-technology
2212,ApnaKlub,E-commerce,Pre-series A,1600000.0,Bangalore,2020.0,"Shruti, Manish Kumar","Blume Ventures, Whiteboard Capital",non-technology
2213,LegalPay,FinTech,Bridge Round,1600000.0,New Delhi,2019.0,Kundan Shahi,Ashwini Kakkar. 9Unicorns,non-technology
2214,Lavado,Consumer service,Bridge Round,1600000.0,Mumbai,2016.0,Disha Jain,Ashish Shah,non-technology
2215,Navars,EdTech,Bridge Round,1600000.0,Hyderabad,2019.0,Sravan Varma Datla,Faad Network,non-technology
2216,GoBolt,Logistics,Series B,1600000.0,Gurugram,2015.0,"Naitik Baghla, Parag Aggarwal, Sumit Sharma","Paragon Partners, Aavishkaar Capital",non-technology
2217,Loco,Gaming,Seed,1600000.0,Bangalore,2018.0,"Anirudh Pandita, Ashwin Suresh","Krafton, Lumikai",non-technology
2218,Auric,HealthCare,Pre-series A,1600000.0,New Delhi,2017.0,Deepak Agarwal,Venture Catalysts,technology
2219,Edmingle,EdTech,Bridge Round,1600000.0,Bangalore,2016.0,Gaurav Doshi,"Indovation Fund, Mumbai Angels",non-technology
2220,Slice,FinTech,Bridge Round,1600000.0,Bangalore,2016.0,Rajan Bajaj,"Gunosy, Blume Ventures",non-technology
2221,Humit,Music,Pre-seed,1600000.0,Bangalore,2020.0,"Rohit Ganapathy, Prithvi Sankar, Ishaan Negi",Antler India,non-technology
2222,Airblack,IT startup,Series A,1600000.0,Gurugram,2019.0,"Videt Jaiswal, Vaibhav Raj Gupta","Edge Ventures, Elevation Capital",technology
2223,NIRAMAI,HealthCare,Bridge Round,1600000.0,Bangalore,2016.0,Geetha Manjunath,CDC Group,technology
2224,Intervue,SaaS startup,Seed,1600000.0,New Delhi,2021.0,"Rahul Arora, Pushpender Singh Rautela","Titan Capital, Kunal Shah",technology
2225,Nestroots,Fashion,Seed,1600000.0,Gurugram,2016.0,Chhavi Singh,We Founder Circle,non-technology
2226,Detect Technologies,Automation,Bridge Round,1600000.0,Chennai,2016.0,Daniel Raj David,"Accel Partners, Elevation Capital",non-technology
2227,CredR,Automotive,Bridge Round,1600000.0,Bangalore,2015.0,Sasidhar Nandigam,"Yamaha Motors, Omidyar Network India, Eight Roads Ventures",non-technology
2228,Fourth Partner Energy,Solar,Bridge Round,1600000.0,Hyderabad,2010.0,Vivek Subramanian,"Norfund, The Rise Fund",technology
2229,TABLT,HealthCare,Seies A,1600000.0,Kolkata,2018.0,Anish Agarwal,Siti Cable,technology
2230,Hesa,IT startup,Seed,1600000.0,Hyderabad,2020.0,"Vamsi Udayagiri, Hema Nandiraju","Venture Catalysts, 9unicorns",technology
2231,Powerhouse91,Consumer goods,Seed,1600000.0,Gurugram,2020.0,"Shashwat Diesh, Aqib Mohammed",Crossbeam Venture Partners,non-technology
2232,Nalanda Learning,EdTech,Bridge Round,1600000.0,Kolkata,2011.0,Tamal Mukherjee,Aavishkaar Capital,non-technology
2233,Chargeup,Renewable Energy,Pre-series A,1600000.0,New Delhi,2019.0,"Varun Goenka, Akshay Kashyap",Mapmyindia,non-technology
2234,Knackit,IT startup,Bridge Round,1600000.0,Bangalore,2019.0,"Pranjal Kumar, Akanksha Bhardwaj",Jyoti Bansal,technology
2235,Treebo Hotels,Hospitality,Series D,1600000.0,Bangalore,2015.0,"Sidharth Gupta, Kadam Jeet Jain, Rahul Chaudhary",Accor,technology
2237,Meddo,HealthCare,Bridge Round,1600000.0,Gurugram,2018.0,"Saurabh Kochhar, Dr Naveen Nishchal","SRI Capital, Picus Capital, Alkemi Capital",technology
2238,Supertails,Pet care,Pre-series A,1600000.0,Bangalore,2021.0,"Vineet Khanna, Varun Sadana, Aman Tekriwal","Saama Capital, DSG Consumer Partners",technology
2239,SkilloVilla,EdTech,Seed,1600000.0,Bangalore,2020.0,"Ronak Agrawal, Rajat Agrawal, Deepak Kharol",Titan Capital,non-technology
2240,Cancer Clinics,HealthCare,Pre-series A,1600000.0,Telugana,2014.0,"Sonali Srungaram, Sasi Sunkara",Axilor,technology
2241,Velocity,FinTech,Seed,1600000.0,Bangalore,2020.0,"Abhiroop Medhekar, Atul Khichariya, Saurav Swaroop",Valar Ventures,non-technology
2242,Happy Jars,Food & Beverages,Seed,1600000.0,New Delhi,2016.0,"Surabhi Talwar, Vikram Sekhar",Inflection Point Ventures,technology
2243,Inshorts,Media,Bridge Round,1600000.0,Noida,2013.0,"Anunay Pandey, Azhar Iqubal, Deepit Purkayastha","Addition, SIG Global India Fund",non-technology
2244,ExtraaEdge,MarTech,Pre-series A,1600000.0,Pune,2015.0,"Abhishek Ballabh, Sushil Mundada","9Unicorns Accelerator Fund, Indian Angel Network",technology
2245,Zotalabs,Tech Startup,Seed,1600000.0,Pune,2019.0,"Nausherwan Shah, Wasim Khan",Alfa Ventures,technology
2246,Voiro,Advertisement,Pre-series A,1600000.0,Bangalore,2014.0,"AArnav Kumard Gopal, Kavita Shenoy",1Crowd,non-technology
2247,Dream Sports,Gaming,Bridge Round,1600000.0,Mumbai,2008.0,"Bhavit Sheth, Harsh Jain","TCV, D1 Capital Partners, Falcon Edge.",non-technology
2248,Safex Chemicals,AgriTech,Bridge Round,1600000.0,New Delhi,1991.0,"SK Jindal, SK Chaudhary",BanyanTree FiUndisclosedce Pvt. Ltd.,non-technology
2249,Instoried,Content creation,Bridge Round,1600000.0,Bangalore,2018.0,"Sharmin Ali, Sutanshu Raj","EXPERT DOJO, Mumbai Angels",non-technology
2250,Rupifi,FinTech,Pre-series A,1600000.0,Bangalore,2019.0,Anubhav Jain,Quona Capital,non-technology
2251,Moneyboxx,FinTech,Debt,1600000.0,Mumbai,1994.0,Deepak Aggarwal,"Ashv FiUndisclosedce, BlackSoil Capital",non-technology
2252,CityMall,E-commerce,Series A,1600000.0,Gurugram,2019.0,"Angad Kikla, Divij Goyal","WaterBridge Ventures, SAIF Partners",non-technology
2253,Janani,Heathcare,Seed,1600000.0,Bangalore,2020.0,Nilay Mehrotra,"Sweta Rau, 9Unicorns Accelerator Fund",technology
2254,ReshaMandi,AgriTech,Seed,1600000.0,Bangalore,2020.0,Utkarsh Apoorva,"Omnivore, Strive Ventures",non-technology
2255,Bombay Shaving Company,Lifestyle,Bridge Round,1600000.0,New Delhi,2015.0,"Deepu Panicker, Raunak Munot, Rohit Jaiswal, Shantanu Deshpande","Rajesh Sud, KULDEEP JAIN",non-technology
2256,DotPe,FinTech,Series A,1600000.0,Gurugram,2019.0,"Anurag Gupta, Gyanesh Sharma, Shailaz Nag","PayU, Google",non-technology
2257,Homingos,Augmented reality,Bridge Round,1600000.0,Bangalore,2018.0,"Shourya Agarwal, Malhar Patil, Rajat Gupta","Sundi Natarajan, Srinivas Anumolu",technology
2258,Anar Business Community,Tech Startup,Bridge Round,1600000.0,Mumbai,2020.0,"Nishank Jain, Sanjay Bhat","Titan Capital, First Cheque",technology
2259,Five Star Finance,FinTech,Bridge Round,1600000.0,Chennai,1984.0,V K Ranganathan,"TPG Capital Asia, Epiq Capital",non-technology
2260,Settlrs,Rental space,Pre-series A,1600000.0,Bangalore,2018.0,"Gaurav Ranebennur, Nishanth Janadri",MaGEHold Pte. Ltd.,non-technology
2261,BYJU'S,EdTech,Series F,1600000.0,Bangalore,2011.0,"Byju Raveendran, Divya Gokulnath","BlackRock, Owl Ventures",non-technology
2262,Annapurna Finance,FinTech,Bridge Round,1600000.0,Bhubaneswar,2009.0,Gobinda Chandra Pattnaik,"Asian Development Bank, Oman India Joint Investment Fund",non-technology
2263,HealthPlix,HealthCare,Series B,1600000.0,Bangalore,2014.0,"Raghuraj Sunder Raju, Sandeep Gudibanda","JSW Ventures, Kalaari Capital",technology
2264,Masai School,EdTech,Series A,1600000.0,Bangalore,2019.0,Prateek Shukla,"Unitus Ventures, Omidyar Network India",non-technology
2265,Bewakoof,D2C Fashion,Bridge Round,1600000.0,Mumbai,2011.0,Prabhkiran Singh,"IvyCap Ventures, Pratithi Investment Trust",non-technology
2266,IndiaLends,FinTech,Bridge Round,1600000.0,New Delhi,2014.0,"Gaurav Chopra, Mayank Kachhwaha","ACPI Investments, AdvantEdge Founders",non-technology
2267,Stelis Biopharma,BioTechnology,Series B,1600000.0,Bangalore,2007.0,Pudhucode RadhakrishArnav Kumar KanArnav Kumar,"RouteOne, Mankekar Family Office",non-technology
2268,Tilt,Bike Rental,Bridge Round,1600000.0,Bangalore,2016.0,Deepak VS,Y Combinator,non-technology
2269,NeoDove,AI startup,Seed,1600000.0,Jaipur,2020.0,Aprit Khandelwal,India Quotient,technology
2270,Zaara Biotech,BioTechnology,Bridge Round,1600000.0,Kottayam,2016.0,Najeeb Bin Haneef,TCN International Commerce,non-technology
2271,KreditBee,FinTech,Seed,1600000.0,Bangalore,2018.0,"Karthikeyan Krishnaswamy, Madhusudan Ekambaram, Wan Hong","Alpine Capital, PremjiInvest",non-technology
